watch_id,customer_id,customer_name,added_by,added_date,watch_reason,last_known_action,manager_confidence
CORWL00259,CORDLR001733,SREE REVATHI AGRO,Zonal office,11/16/2025,service complaint,scheme support requested,medium
CORWL00260,CORDLR002493,United Anand Enterprises,Service,2026-01-28,scheme claim pending,field visit planned,high
CORWL00261,CORDLR002142,New Farida Traders,Service,2026-03-25,seasonal crop miss,credit call done,medium
CORWL00262,CORDLR002122,Shree Lokesh Agro,Distributor,04-Jan-26,service complaint,waiting for payment,high
CORWL00263,CORDLR000655,Sree Yusuf Distributors,Zonal office,2025-10-08,service complaint,lost to competitor,unknown
CORWL00264,CORDLR001192,Modern Bala Traders,Service,2025-07-19,competitor offer,field visit planned,high
CORWL00265,CORDLR000776,Star Lokesh Chemicals,Service,2025-09-01,seasonal crop miss,field visit planned,medium
CORWL00266,CORDLR001815,New Venkatesh Stores,ASM,2025-12-28,orders down,credit call done,medium
CORWL00267,CORDLR001014,National Manoj Paints,ASM,2025-12-01,competitor offer,credit call done,unknown
CORWL00268,CORDLR002082,Vijaya Farida Fertilisers,Credit,2025-06-13,closed counter,field visit planned,low
CORWL00269,CORDLR000534,Mahalakshmi Naveen Corporation,RSM,2025-12-15,closed counter,credit call done,high
CORWL00270,CORDLR001506,Sri Meena Mart,ASM,2025-08-26,service complaint,lost to competitor,high
CORWL00271,CORDLR000896,Murugan Arun Agro,RSM,2025-09-20,orders down,scheme support requested,high
CORWL00272,CORDLR001126,NATIONAL PRIYA TRADERS,Service,2026-02-10,owner dispute,scheme support requested,high
CORWL00273,CORDLR001740,Modern Bala Agro,ASM,2025-07-04,orders down,credit call done,unknown
CORWL00274,CORDLR000124,CITY IRFAN AGRO,Service,2025-10-08,owner dispute,lost to competitor,medium
CORWL00275,CORDLR000752,Modern Meena Agro,Distributor,2025-08-14,scheme claim pending,new owner to verify,medium
CORWL00276,CORDLR001292,Vijaya Karthik Mart,RSM,2025-11-20,service complaint,field visit planned,medium
CORWL00277,CORDLR000103,Vijaya Kavya Agro,ASM,2026-02-21,scheme claim pending,new owner to verify,unknown
CORWL00278,CORDLR002362,Murugan Sanjay Chemicals,Zonal office,2025-10-26,seasonal crop miss,scheme support requested,medium
CORWL00279,CORDLR001244,Vijaya Jagan Agro,ASM,15-Feb-26,closed counter,waiting for payment,medium
CORWL00280,CORDLR001651,Murugan Naveen Agro,Service,2026-01-15,competitor offer,waiting for payment,medium
CORWL00281,CORDLR001259,Shree Deepak Tyres,Service,10/24/2025,seasonal crop miss,field visit planned,medium
CORWL00282,CORDLR000276,Vijaya Bala Agro Ltd,ASM,2025-08-30,payment delay,lost to competitor,high
CORWL00283,CORDLR002977,Balaji Anand Stores,Credit,2025-08-04,seasonal crop miss,field visit planned,low
CORWL00284,CORDLR002929,SRI RAFIQ TYRES,ASM,01/09/2025,competitor offer,scheme support requested,low
CORWL00285,CORDLR001039,National Anand Sales,Service,2025-08-10,seasonal crop miss,scheme support requested,high
CORWL00286,CORDLR001306,National Ganesh Fertilisers,Zonal office,2025-06-30,seasonal crop miss,new owner to verify,medium
CORWL00287,CORDLR001197,Modern Anand Agro Main,Service,2025-06-20,scheme claim pending,field visit planned,low
CORWL00288,CORDLR001798,GANESH SOWMYA CHEMICALS,Service,2026-03-11,payment delay,field visit planned,high
CORWL00289,CORDLR001782,Ganesh Jagan Agro,ASM,2025-07-16,orders down,new owner to verify,unknown
CORWL00290,CORDLR001854,United Priya Agro,ASM,2025-11-17,competitor offer,credit call done,high
CORWL00291,CORDLR001347,Lucky Kavya Tyres,Credit,2025-10-19,owner dispute,scheme support requested,unknown
CORWL00292,CORDLR001880,Star Lokesh Agro,Service,2025-08-30,owner dispute,scheme support requested,medium
CORWL00293,CORDLR001812,United Irfan Mart,RSM,03/09/2025,scheme claim pending,lost to competitor,unknown
CORWL00294,CORDLR000007,Ganesh Anand Agro,Zonal office,2025-09-05,scheme claim pending,field visit planned,low
CORWL00295,CORDLR000817,Lucky Karthik Stores,Distributor,2025-06-10,seasonal crop miss,credit call done,medium
CORWL00296,CORDLR000870,Prime Deepak Corporation,Credit,2025-12-18,seasonal crop miss,credit call done,medium
CORWL00297,CORDLR001210,United Sowmya Agro,ASM,2026-03-04,service complaint,lost to competitor,unknown
CORWL00298,CORDLR001546,Murugan Ganesh Agencies,Credit,2025-07-31,seasonal crop miss,scheme support requested,medium
CORWL00299,CORDLR001181,Sree Prakash Services,RSM,2026-02-15,orders down,scheme support requested,low
CORWL00300,CORDLR000071,PRIME LOKESH AGRO,ASM,2025-07-15,orders down,scheme support requested,high
CORWL00301,CORDLR001274,Shree Naveen Services,Distributor,16/09/2025,service complaint,credit call done,low
CORWL00302,CORDLR000178,Balaji Senthil Tyres,Zonal office,13-Aug-25,seasonal crop miss,new owner to verify,low
CORWL00303,CORDLR000179,NATIONAL REVATHI ENTERPRISES,Zonal office,2026-02-03,owner dispute,scheme support requested,high
CORWL00304,CORDLR002292,National Venkatesh Traders,Credit,2025-09-07,payment delay,field visit planned,high
CORWL00305,CORDLR001435,City Chandra Corporation,ASM,2025-08-13,orders down,credit call done,high
CORWL00306,CORDLR001177,NEW YUSUF FERTILISERS,RSM,08/09/2025,orders down,waiting for payment,unknown
CORWL00307,CORDLR001668,Mahalakshmi Hari Agencies,Credit,03/06/2025,service complaint,scheme support requested,low
CORWL00308,CORDLR001500,Sri Naveen Agro,Credit,01/02/2026,payment delay,field visit planned,medium
CORWL00309,CORDLR002634,Mahalakshmi Ganesh Services,Service,2025-11-04,seasonal crop miss,credit call done,unknown
CORWL00310,CORDLR001153,New Revathi Agro,RSM,2025-09-23,orders down,scheme support requested,low
CORWL00311,CORDLR001959,Sri Deepak Hardware,RSM,2025-10-16,payment delay,field visit planned,unknown
CORWL00312,CORDLR002745,United Sanjay Associates,ASM,11/01/2025,owner dispute,new owner to verify,low
CORWL00313,CORDLR001085,Balaji Suresh Agro,Distributor,2025-10-16,seasonal crop miss,scheme support requested,medium
CORWL00314,CORDLR002577,Modern Farida Paints,Credit,2025-12-25,seasonal crop miss,credit call done,high
CORWL00315,CORDLR000964,Modern Geetha Agro,Distributor,2025-06-30,seasonal crop miss,waiting for payment,unknown
CORWL00316,CORDLR000273,Sri Suresh Stores,Credit,2025-11-02,scheme claim pending,lost to competitor,unknown
CORWL00317,CORDLR000312,Sri Yusuf Traders,Distributor,2025-06-04,seasonal crop miss,lost to competitor,high
CORWL00318,CORDLR000015,National Senthil Agro,Zonal office,2026-03-15,competitor offer,new owner to verify,low
CORWL00319,CORDLR002979,Modern Lokesh Corporation,Zonal office,2025-09-01,closed counter,scheme support requested,unknown
CORWL00320,CORDLR000885,New Arun Corporation,Credit,2025-08-28,seasonal crop miss,scheme support requested,medium
CORWL00321,CORDLR001250,National Kavya Tyres,ASM,2026-03-09,seasonal crop miss,waiting for payment,high
CORWL00322,CORDLR000660,Vijaya Lokesh Services,Service,2025-06-12,competitor offer,waiting for payment,medium
CORWL00323,CORDLR000051,Balaji Lokesh Agro,Service,2025-08-23,closed counter,field visit planned,unknown
CORWL00324,CORDLR000698,SREE GANESH SERVICES,Credit,2025-11-02,seasonal crop miss,lost to competitor,low
CORWL00325,CORDLR002200,Lucky Hari Stores,RSM,2025-08-17,competitor offer,credit call done,low
CORWL00326,CORDLR001101,Star Naveen Agro,RSM,2025-11-10,scheme claim pending,field visit planned,unknown
CORWL00327,CORDLR000487,Prime Arun Stores,ASM,2025-06-14,closed counter,new owner to verify,high
CORWL00328,CORDLR001293,Sri Yusuf Sales,Distributor,2025-11-04,seasonal crop miss,lost to competitor,high
CORWL00329,CORDLR001310,SREE SOWMYA AGRO,Zonal office,2025-07-25,service complaint,waiting for payment,high
CORWL00330,CORDLR002083,Shree Manoj Mart,Zonal office,06/07/2025,orders down,field visit planned,medium
CORWL00331,CORDLR000129,Vijaya Arun Mart,Credit,28/08/2025,orders down,scheme support requested,high
CORWL00332,CORDLR000094,Lucky Anand Agro,Service,2025-10-10,scheme claim pending,scheme support requested,high
CORWL00333,CORDLR000749,Sri Hari Agro,Credit,2025-08-13,scheme claim pending,waiting for payment,low
CORWL00334,CORDLR000936,Royal Revathi Agro,Distributor,04/02/2026,owner dispute,new owner to verify,low
CORWL00335,CORDLR001620,CITY GANESH DEPOT,Credit,2025-06-29,payment delay,waiting for payment,low
CORWL00336,CORDLR002124,Royal Farida Chemicals,Zonal office,2025-09-13,payment delay,scheme support requested,low
CORWL00337,CORDLR002096,United Ganesh Agro,ASM,2025-10-13,scheme claim pending,lost to competitor,unknown
CORWL00338,CORDLR002216,Sree Ganesh Distributors,Distributor,2025-11-23,orders down,waiting for payment,medium
CORWL00339,CORDLR002467,Sri Hari Agro,Zonal office,2025-12-12,competitor offer,field visit planned,high
CORWL00340,CORDLR001757,Mahalakshmi Bala Distributors,RSM,2026-02-17,payment delay,waiting for payment,low
CORWL00341,CORDLR002892,Prime Bala Associates,Credit,2025-06-12,owner dispute,waiting for payment,medium
CORWL00342,CORDLR001918,Metro Revathi Chemicals,RSM,2025-08-16,seasonal crop miss,lost to competitor,unknown
CORWL00343,CORDLR000942,Vijaya Farida Agro,Service,2025-06-23,payment delay,credit call done,unknown
CORWL00344,CORDLR001922,Metro Farida Chemicals,Distributor,2025-12-05,orders down,waiting for payment,high
CORWL00345,CORDLR001720,Prime Ganesh Agro,Distributor,2025-11-19,owner dispute,credit call done,high
CORWL00346,CORDLR000535,Shree Senthil Chemicals,Distributor,18-Aug-25,scheme claim pending,waiting for payment,low
CORWL00347,CORDLR001297,Shree Naveen Agro,Service,30/03/2026,closed counter,lost to competitor,low
CORWL00348,CORDLR001243,Ganesh Lakshmi Mart,ASM,09/11/2025,competitor offer,waiting for payment,unknown
CORWL00349,CORDLR001839,Balaji Suresh Agro,ASM,2026-02-15,seasonal crop miss,credit call done,low
CORWL00350,CORDLR002721,Prime Deepak Enterprises,RSM,2025-06-03,competitor offer,field visit planned,unknown
CORWL00351,CORDLR002115,Lucky Sowmya Agro,Credit,2025-11-27,seasonal crop miss,lost to competitor,low
CORWL00352,CORDLR000291,Modern Suresh Depot,RSM,2025-07-02,owner dispute,credit call done,unknown
CORWL00353,CORDLR001076,National Meena Agro,ASM,2026-01-13,seasonal crop miss,scheme support requested,medium
CORWL00354,CORDLR001099,Mahalakshmi Sowmya Sales,Credit,2026-03-16,owner dispute,lost to competitor,high
CORWL00355,CORDLR002658,Star Jagan Tyres,ASM,2025-10-27,closed counter,new owner to verify,unknown
CORWL00356,CORDLR000445,Sree Suresh Agro,Distributor,2025-07-09,seasonal crop miss,credit call done,unknown
CORWL00357,CORDLR002504,Sri Priya Associates,Service,30/06/2025,service complaint,lost to competitor,low
CORWL00358,CORDLR001986,Balaji Venkatesh Tyres,Distributor,2026-03-25,service complaint,waiting for payment,medium
CORWL00359,CORDLR000858,Prime Geetha Chemicals,RSM,2025-12-16,scheme claim pending,waiting for payment,low
CORWL00360,CORDLR000468,Murugan Hari Agro,ASM,2025-09-29,scheme claim pending,waiting for payment,unknown
CORWL00361,CORDLR001431,Modern Lokesh Fertilisers,Credit,2026-02-21,owner dispute,waiting for payment,medium
CORWL00362,CORDLR000536,Lucky Geetha Traders,Distributor,2026-02-10,service complaint,scheme support requested,low
CORWL00363,CORDLR002220,Star Senthil Mart,Credit,08-Aug-25,scheme claim pending,scheme support requested,unknown
CORWL00364,CORDLR002822,New Hari Hardware,Credit,2025-11-11,closed counter,lost to competitor,unknown
CORWL00365,CORDLR002593,Lucky Kavya Sales,Credit,2025-07-29,scheme claim pending,lost to competitor,unknown
CORWL00366,CORDLR002191,National Senthil Mart,RSM,12/17/2025,service complaint,credit call done,high
CORWL00367,CORDLR001205,Balaji Venkatesh Agro,ASM,2026-02-18,closed counter,waiting for payment,high
CORWL00368,CORDLR001360,Star Yusuf Agro,ASM,15/02/2026,seasonal crop miss,field visit planned,high
CORWL00369,CORDLR001580,Lucky Farida Agro,RSM,2025-08-18,competitor offer,new owner to verify,medium
CORWL00370,CORDLR002242,United Priya Agro,Credit,2026-03-30,competitor offer,lost to competitor,medium
CORWL00371,CORDLR000902,Murugan Senthil Agro,Distributor,2026-01-10,closed counter,credit call done,high
CORWL00372,CORDLR002265,United Priya Fertilisers,Credit,2025-06-05,owner dispute,new owner to verify,medium
CORWL00373,CORDLR001253,Shree Hari Agro,Zonal office,18/06/2025,payment delay,field visit planned,medium
CORWL00374,CORDLR001933,Kaveri Prakash Enterprises,ASM,2025-09-17,closed counter,lost to competitor,high
CORWL00375,CORDLR002884,Balaji Karthik Depot,RSM,2025-12-23,closed counter,new owner to verify,high
