claim_id,claim_date,customer_id,customer_name,sku_id,claim_type,quantity,claim_amount,approved_amount,status,reason_text,document_status
ASPCLM0001163,08/23/2024,ASPDLR000557,Sri Chandra Services,ASP0026,Return,43,10457.28,8944.85,Settled,expired stock,complete
ASPCLM0001164,2024-07-20,ASPDLR000618,Royal Rafiq Paints,ASP0010,Shade complaint,26,36849.52,307.19,Approved,dealer says slow moving,complete
ASPCLM0001165,11/15/2024,ASPDLR000050,Sri Farida Stores,ASP0006,Rate difference,56,42415.69,29816.20,Settled,damaged in transit,duplicate suspected
ASPCLM0001166,10/08/2024,ASPDLR000811,Prime Anand Paints,ASP0022,Service complaint,17,66597.54,29926.47,Rejected,expired stock,complete
ASPCLM0001167,2025-01-18,ASPDLR000353,United Prakash Agro,ASP0013,Return,16,23494.98,3062.38,Approved,rate difference,duplicate suspected
ASPCLM0001168,2025-09-23,ASPDLR000457,City Naveen Hardware,ASP0019,Scheme claim,2,55013.73,46874.63,Open,damaged in transit,complete
ASPCLM0001169,2024-09-28,ASPDLR000080,Prime Prakash Paints,ASP0009,Damaged stock,55,66189.22,45483.68,Settled,dealer says slow moving,manual approval
ASPCLM0001170,2024-12-02,ASPDLR000830,Prime Hari Corporation,ASP0015,Expiry,47,23569.91,6987.79,Open,leakage,duplicate suspected
ASPCLM0001171,04-Aug-24,ASPDLR000411,New Geetha Tyres,ASP0007,Expiry,21,78024.81,12356.02,Rejected,dealer says slow moving,complete
ASPCLM0001172,2024-09-16,ASPDLR000150,New Geetha Associates,ASP0001,Expiry,53,79209.78,40088.15,Pending photo,damaged in transit,complete
ASPCLM0001173,2025-08-08,ASPDLR000588,Modern Lakshmi Corporation,ASP0011,Damaged stock,30,72620.08,67751.15,Approved,damaged in transit,invoice missing
ASPCLM0001174,2024-05-16,ASPDLR000954,Royal Irfan Paints,ASP0025,Expiry,23,52774.33,2240.58,Rejected,batch issue,complete
ASPCLM0001175,2025-10-17,ASPDLR000550,Ganesh Revathi Traders,ASP0004,Damaged stock,3,50231.71,18279.70,Settled,warranty defect,manual approval
ASPCLM0001176,2024-08-30,ASPDLR000627,Star Chandra Sales,ASP0003,Scheme claim,37,77575.61,15912.51,Approved,damaged in transit,duplicate suspected
ASPCLM0001177,2025-08-18,ASPDLR000951,SHREE SANJAY HARDWARE,ASP0017,Return,23,42586.03,7407.58,Credit note raised,batch issue,photo missing
ASPCLM0001178,2024-04-20,ASPDLR000265,Royal Naveen Paints,ASP0025,Rate difference,8,40239.37,15793.68,Credit note raised,expired stock,invoice missing
ASPCLM0001179,06-Oct-24,ASPDLR000011,Sree Prakash Services,ASP0010,Expiry,25,58677.61,42188.51,Credit note raised,leakage,photo missing
ASPCLM0001180,2024-06-28,ASPDLR000327,Shree Arun Paints & Co,ASP0010,Rate difference,25,26097.72,25702.11,Rejected,warranty defect,photo missing
ASPCLM0001181,2025-01-08,ASPDLR000952,City Venkatesh Distributors,ASP0022,Rate difference,13,32732.27,22907.75,Settled,wrong SKU billed,invoice missing
ASPCLM0001182,07-Jul-25,ASPDLR000166,NATIONAL BALA HARDWARE,ASP0011,Service complaint,12,18415.09,2721.91,Rejected,damaged in transit,photo missing
ASPCLM0001183,2025-11-05,ASPDLR000691,Kaveri Venkatesh Paints,ASP0007,Rate difference,24,83837.32,37233.49,Approved,warranty defect,invoice missing
ASPCLM0001184,2024-11-29,ASPDLR000406,UNITED GEETHA PAINTS,ASP0006,Scheme claim,4,1328.38,261.65,Rejected,batch issue,photo missing
ASPCLM0001185,2024-09-14,ASPDLR000577,Balaji Suresh Corporation,ASP0013,Shade complaint,48,19294.88,12851.67,Credit note raised,expired stock,invoice missing
ASPCLM0001186,2025-11-21,ASPDLR000509,Balaji Arun Fertilisers,ASP0016,Return,19,41623.67,28898.09,Open,wrong SKU billed,duplicate suspected
ASPCLM0001187,2025-11-29,ASPDLR000064,ROYAL ARUN PAINTS,ASP0003,Service complaint,26,51725.43,16858.83,Pending photo,batch issue,duplicate suspected
ASPCLM0001188,2025-09-13,ASPDLR000546,NATIONAL IRFAN CHEMICALS,ASP0004,Shade complaint,12,39476.94,4214.32,Approved,dealer says slow moving,complete
ASPCLM0001189,2024-06-29,ASPDLR000876,Kaveri Lokesh Paints,ASP0006,Expiry,19,32916.75,26609.85,Settled,dealer says slow moving,manual approval
ASPCLM0001190,13/01/2025,ASPDLR000171,Lucky Lakshmi Corporation,ASP0019,Damaged stock,23,3681.46,2980.34,Open,rate difference,duplicate suspected
ASPCLM0001191,2025-12-04,ASPDLR000129,Royal Kavya Services,ASP0003,Rate difference,14,18177.03,5138.77,Approved,dealer says slow moving,duplicate suspected
ASPCLM0001192,2026-03-18,ASPDLR000095,Lucky Lokesh Sales,ASP0011,Return,12,10160.77,4719.74,Pending photo,warranty defect,manual approval
ASPCLM0001193,08/14/2024,ASPDLR000733,Balaji Rafiq Stores,ASP0012,Return,15,38686.70,5093.88,Credit note raised,batch issue,manual approval
ASPCLM0001194,2025-06-13,ASPDLR000303,Mahalakshmi Anand Services,ASP0013,Scheme claim,7,35885.21,8317.88,Rejected,damaged in transit,invoice missing
ASPCLM0001195,2025-12-15,ASPDLR000142,Sri Lokesh Paints,ASP0023,Expiry,55,6923.33,5594.72,Credit note raised,warranty defect,duplicate suspected
ASPCLM0001196,22-Jun-25,ASPDLR000876,Kaveri Lokesh Paints,ASP0003,Expiry,1,13950.17,13856.81,Settled,leakage,invoice missing
ASPCLM0001197,2026-02-07,ASPDLR000888,New Irfan Traders,ASP0017,Rate difference,32,82350.99,20580.66,Approved,batch issue,photo missing
ASPCLM0001198,2024-05-12,ASPDLR000709,Balaji Irfan Paints,ASP0005,Service complaint,20,50653.39,8571.01,Credit note raised,expired stock,invoice missing
ASPCLM0001199,2024-09-01,ASPDLR000449,Sree Meena Paints,ASP0008,Shade complaint,24,77994.80,3520.28,Rejected,wrong SKU billed,invoice missing
ASPCLM0001200,2025-02-06,ASPDLR000179,CITY ANAND ASSOCIATES,ASP0001,Return,35,51196.46,25467.16,Pending photo,wrong SKU billed,manual approval
ASPCLM0001201,2024-12-13,ASPDLR000396,Kaveri Kavya Traders Pvt,ASP0001,Service complaint,29,31278.03,13536.54,Open,wrong SKU billed,photo missing
ASPCLM0001202,2024-10-04,ASPDLR000322,National Farida Paints,ASP0012,Service complaint,15,58669.23,53989.07,Pending photo,batch issue,complete
ASPCLM0001203,23/03/2026,ASPDLR000056,Ganesh Ganesh Enterprises,ASP0020,Rate difference,27,54422.29,31497.31,Pending photo,dealer says slow moving,photo missing
ASPCLM0001204,2025-12-16,ASPDLR000386,Ganesh Lakshmi Paints,ASP0017,Scheme claim,44,76230.96,33889.31,Open,expired stock,duplicate suspected
ASPCLM0001205,26/07/2025,ASPDLR000255,New Farida Mart,ASP0022,Rate difference,18,56629.89,30146.15,Open,expired stock,invoice missing
ASPCLM0001206,2024-11-29,ASPDLR000342,Murugan Sowmya Paints,ASP0009,Rate difference,12,28269.91,9870.52,Credit note raised,dealer says slow moving,complete
ASPCLM0001207,2024-07-20,ASPDLR000097,Metro Bala Paints,ASP0008,Damaged stock,36,79893.28,61448.14,Pending photo,damaged in transit,duplicate suspected
ASPCLM0001208,2025-08-25,ASPDLR000947,Sri Sanjay Paints,ASP0014,Service complaint,54,17349.15,2935.43,Credit note raised,wrong SKU billed,complete
ASPCLM0001209,2024-04-04,ASPDLR000737,Prime Revathi Paints,ASP0023,Service complaint,33,52260.35,15487.09,Open,rate difference,invoice missing
ASPCLM0001210,14/01/2026,ASPDLR000602,Prime Suresh Fertilisers,ASP0005,Expiry,54,70708.15,5223.91,Approved,warranty defect,photo missing
ASPCLM0001211,2025-04-26,ASPDLR000749,Mahalakshmi Priya Sales,ASP0002,Service complaint,41,48549.56,45553.58,Credit note raised,wrong SKU billed,duplicate suspected
ASPCLM0001212,2025-08-17,ASPDLR000346,City Prakash Paints,ASP0005,Damaged stock,59,16500.91,3447.48,Open,leakage,photo missing
ASPCLM0001213,2025-07-06,ASPDLR000227,City Deepak Hardware,ASP0006,Shade complaint,3,68545.69,28880.72,Open,leakage,duplicate suspected
ASPCLM0001214,2024-04-01,ASPDLR000976,Ganesh Farida Paints,ASP0008,Return,28,59339.72,24011.65,Open,batch issue,complete
ASPCLM0001215,2025-07-04,ASPDLR000737,Prime Revathi Paints,ASP0016,Damaged stock,9,51100.76,50730.27,Credit note raised,wrong SKU billed,photo missing
ASPCLM0001216,08/15/2025,ASPDLR000955,City Venkatesh Distributors,ASP0020,Damaged stock,33,78887.97,20889.60,Rejected,rate difference,invoice missing
ASPCLM0001217,2024-06-18,ASPDLR000740,Vijaya Manoj Agencies,ASP0003,Shade complaint,44,50563.86,690.28,Settled,damaged in transit,invoice missing
ASPCLM0001218,09/03/2025,ASPDLR000139,Vijaya Farida Services,ASP0021,Expiry,6,39564.00,36414.63,Approved,warranty defect,duplicate suspected
ASPCLM0001219,13/11/2025,ASPDLR000511,Murugan Jagan Agencies,ASP0008,Expiry,39,77118.36,12155.52,Credit note raised,batch issue,manual approval
ASPCLM0001220,2025-01-01,ASPDLR000489,Sri Ganesh Paints,ASP0013,Shade complaint,28,53448.57,1848.96,Approved,rate difference,manual approval
ASPCLM0001221,2024-07-16,ASPDLR000934,Lucky Anand Paints,ASP0010,Shade complaint,49,31878.46,2969.40,Approved,wrong SKU billed,invoice missing
ASPCLM0001222,2025-04-06,ASPDLR000477,Modern Kavya Distributors Pvt,ASP0002,Shade complaint,50,13434.41,10678.76,Approved,expired stock,invoice missing
ASPCLM0001223,2025-12-09,ASPDLR000833,Balaji Anand Hardware,ASP0021,Scheme claim,58,20426.01,14856.65,Approved,dealer says slow moving,invoice missing
ASPCLM0001224,2025-01-14,ASPDLR000879,Metro Kavya Paints,ASP0002,Rate difference,55,17178.20,10767.77,Open,leakage,invoice missing
ASPCLM0001225,2024-05-25,ASPDLR000478,Mahalakshmi Sanjay Paints,ASP0018,Expiry,30,38654.49,9541.33,Rejected,leakage,manual approval
ASPCLM0001226,2025-07-02,ASPDLR000472,Balaji Senthil Paints,ASP0009,Scheme claim,23,21550.17,20781.70,Approved,wrong SKU billed,invoice missing
ASPCLM0001227,24/02/2026,ASPDLR000649,Balaji Naveen Paints,ASP0018,Expiry,32,17493.31,11062.17,Credit note raised,leakage,manual approval
ASPCLM0001228,2026-03-02,ASPDLR000433,Shree Lokesh Paints,ASP0010,Return,58,17280.44,6773.56,Pending photo,leakage,duplicate suspected
ASPCLM0001229,2024-08-05,ASPDLR000859,Prime Naveen Paints,ASP0014,Service complaint,26,48113.88,141.71,Approved,damaged in transit,complete
ASPCLM0001230,2025-07-29,ASPDLR000585,National Irfan Paints,ASP0014,Return,38,2440.76,2040.52,Rejected,expired stock,complete
ASPCLM0001231,2024-09-30,ASPDLR000438,Lucky Ganesh Paints,ASP0018,Damaged stock,14,37633.76,14362.10,Approved,rate difference,duplicate suspected
ASPCLM0001232,2024-12-31,ASPDLR000840,City Chandra Chemicals,ASP0025,Damaged stock,3,40171.01,21475.06,Pending photo,damaged in transit,invoice missing
ASPCLM0001233,2024-07-17,ASPDLR000202,Modern Karthik Tyres,ASP0001,Damaged stock,34,22569.82,14201.45,Approved,expired stock,photo missing
ASPCLM0001234,2025-12-15,ASPDLR000299,Royal Suresh Depot,ASP0023,Rate difference,6,51826.06,18016.15,Credit note raised,dealer says slow moving,duplicate suspected
ASPCLM0001235,2025-11-13,ASPDLR000755,Vijaya Lakshmi Paints,ASP0024,Rate difference,42,37779.89,15217.54,Credit note raised,warranty defect,manual approval
ASPCLM0001236,2024-06-13,ASPDLR000731,United Suresh Services,ASP0007,Scheme claim,57,22915.85,20753.91,Pending photo,dealer says slow moving,complete
ASPCLM0001237,2025-05-06,ASPDLR000963,NEW YUSUF ENTERPRISES,ASP0024,Expiry,4,60754.11,23758.76,Credit note raised,damaged in transit,complete
ASPCLM0001238,2025-09-10,ASPDLR000277,Royal Priya Fertilisers,ASP0023,Expiry,59,35744.85,4833.05,Open,damaged in transit,photo missing
ASPCLM0001239,2025-10-11,ASPDLR000205,Lucky Rafiq Enterprises,ASP0009,Damaged stock,54,627.25,238.74,Approved,expired stock,invoice missing
ASPCLM0001240,2024-07-08,ASPDLR000622,Mahalakshmi Kavya Paints,ASP0018,Scheme claim,5,34947.18,15825.39,Rejected,leakage,complete
ASPCLM0001241,2025-01-07,ASPDLR000031,LUCKY REVATHI CHEMICALS,ASP0023,Rate difference,8,13993.74,5922.44,Credit note raised,batch issue,complete
ASPCLM0001242,2025-09-28,ASPDLR000824,Lucky Yusuf Paints,ASP0025,Expiry,26,45377.54,35096.99,Pending photo,leakage,invoice missing
ASPCLM0001243,04-Apr-24,ASPDLR000245,Vijaya Prakash Agencies Ltd,ASP0026,Damaged stock,4,82081.87,9611.06,Approved,warranty defect,duplicate suspected
ASPCLM0001244,2025-07-10,ASPDLR000672,Lucky Priya Paints,ASP0003,Expiry,28,72834.07,34290.20,Credit note raised,batch issue,duplicate suspected
ASPCLM0001245,2025-01-06,ASPDLR000813,SRI Ganesh Paints,ASP0006,Rate difference,3,77344.74,26517.66,Credit note raised,expired stock,photo missing
ASPCLM0001246,2025-03-21,ASPDLR000294,Lucky Jagan Corporation,ASP0005,Rate difference,48,71291.51,29710.45,Settled,warranty defect,invoice missing
ASPCLM0001247,17/01/2025,ASPDLR000679,Royal Chandra Paints,ASP0004,Scheme claim,45,57160.95,50420.06,Open,expired stock,duplicate suspected
ASPCLM0001248,26/10/2025,ASPDLR000018,Lucky Chandra Sales,ASP0013,Shade complaint,6,51711.15,27115.49,Rejected,rate difference,photo missing
ASPCLM0001249,2025-12-31,ASPDLR000281,SHREE LAKSHMI PAINTS,ASP0025,Scheme claim,21,36644.29,24313.98,Settled,damaged in transit,invoice missing
ASPCLM0001250,2024-12-14,ASPDLR000100,Lucky Venkatesh Services,ASP0020,Damaged stock,47,65378.88,36426.78,Open,batch issue,photo missing
ASPCLM0001251,04/05/2025,ASPDLR000907,Metro Naveen Agencies,ASP0005,Scheme claim,48,82005.31,75836.21,Approved,rate difference,invoice missing
ASPCLM0001252,2025-12-23,ASPDLR000524,NEW LOKESH AGRO,ASP0014,Expiry,36,67776.67,29349.58,Settled,leakage,manual approval
ASPCLM0001253,01/17/2025,ASPDLR000270,Murugan Prakash Paints,ASP0025,Scheme claim,48,40442.85,27425.87,Credit note raised,expired stock,photo missing
ASPCLM0001254,20/05/2025,ASPDLR000559,National Yusuf Paints,ASP0011,Shade complaint,19,39393.62,29787.69,Credit note raised,dealer says slow moving,duplicate suspected
ASPCLM0001255,2024-08-17,ASPDLR000272,New Venkatesh Paints,ASP0016,Service complaint,33,28929.67,21023.33,Pending photo,dealer says slow moving,duplicate suspected
ASPCLM0001256,2024-07-21,ASPDLR000280,Prime Lokesh Associates,ASP0010,Scheme claim,13,2856.74,2612.42,Pending photo,rate difference,invoice missing
ASPCLM0001257,2024-07-21,ASPDLR000663,Sree Naveen Agencies,ASP0011,Expiry,30,71031.04,36103.68,Open,damaged in transit,duplicate suspected
ASPCLM0001258,2025-02-13,ASPDLR000251,Star Kavya Sales,ASP0008,Return,16,49171.59,16812.09,Open,wrong SKU billed,photo missing
ASPCLM0001259,2024-06-24,ASPDLR000853,Murugan Ganesh Agro,ASP0019,Damaged stock,19,25275.33,24375.65,Rejected,leakage,duplicate suspected
ASPCLM0001260,15/08/2024,ASPDLR000457,City Naveen Hardware,ASP0019,Rate difference,33,27830.08,2583.59,Rejected,wrong SKU billed,photo missing
ASPCLM0001261,08-Jan-25,ASPDLR000178,Vijaya Anand Services,ASP0022,Shade complaint,14,38970.45,10194.24,Rejected,rate difference,photo missing
ASPCLM0001262,2025-10-02,ASPDLR000317,Balaji Sowmya Chemicals,ASP0022,Rate difference,23,718.46,514.73,Pending photo,rate difference,manual approval
ASPCLM0001263,2025-05-12,ASPDLR000546,NATIONAL IRFAN CHEMICALS,ASP0014,Expiry,35,19778.54,2283.27,Pending photo,batch issue,duplicate suspected
ASPCLM0001264,01/04/2025,ASPDLR000461,Modern Suresh Agencies,ASP0004,Shade complaint,36,13680.16,3724.18,Rejected,batch issue,duplicate suspected
ASPCLM0001265,12/06/2025,ASPDLR000536,New Senthil Fertilisers,ASP0022,Damaged stock,59,13938.49,8295.56,Rejected,dealer says slow moving,photo missing
ASPCLM0001266,2026-02-07,ASPDLR000575,Vijaya Karthik Sales,ASP0004,Shade complaint,33,13680.97,10222.11,Pending photo,expired stock,manual approval
ASPCLM0001267,2025-08-12,ASPDLR000549,United Hari Fertilisers,ASP0010,Rate difference,31,39200.54,22792.77,Settled,wrong SKU billed,manual approval
ASPCLM0001268,2024-11-17,ASPDLR000138,Murugan Sanjay Paints,ASP0018,Rate difference,51,18593.66,8300.36,Rejected,warranty defect,complete
ASPCLM0001269,2025-05-24,ASPDLR000939,Lucky Anand Paints,ASP0022,Shade complaint,2,30865.98,21881.30,Settled,warranty defect,manual approval
ASPCLM0001270,2026-01-19,ASPDLR000867,Metro Sowmya Agro,ASP0025,Service complaint,49,65771.82,6393.61,Rejected,damaged in transit,photo missing
ASPCLM0001271,2024-12-18,ASPDLR000628,KAVERI GEETHA ENTERPRISES,ASP0018,Service complaint,31,20550.79,3445.70,Pending photo,rate difference,complete
ASPCLM0001272,2026-02-23,ASPDLR000469,Ganesh Bala Fertilisers,ASP0017,Damaged stock,8,20911.80,3519.85,Rejected,rate difference,duplicate suspected
ASPCLM0001273,2025-08-15,ASPDLR000166,NATIONAL BALA HARDWARE,ASP0004,Scheme claim,12,6651.65,1919.79,Settled,wrong SKU billed,complete
ASPCLM0001274,2026-01-23,ASPDLR000558,SRI Lakshmi Paints,ASP0019,Service complaint,27,29471.09,5131.48,Open,batch issue,duplicate suspected
ASPCLM0001275,2024-09-08,ASPDLR000506,Modern Bala Hardware,ASP0011,Scheme claim,4,73224.63,20248.15,Open,dealer says slow moving,complete
ASPCLM0001276,2025-10-05,ASPDLR000192,Ganesh Deepak Agro,ASP0015,Return,1,37035.41,36207.53,Pending photo,wrong SKU billed,invoice missing
ASPCLM0001277,2025-08-04,ASPDLR000001,Sree Revathi Services,ASP0022,Return,18,57359.68,32621.77,Approved,dealer says slow moving,manual approval
ASPCLM0001278,2025-05-01,ASPDLR000710,City Karthik Services,ASP0017,Rate difference,7,43372.41,40106.82,Pending photo,batch issue,invoice missing
ASPCLM0001279,26-Nov-24,ASPDLR000973,Vijaya Senthil Paints,ASP0021,Shade complaint,52,76497.78,47108.11,Credit note raised,dealer says slow moving,manual approval
ASPCLM0001280,08/05/2024,ASPDLR000739,Sree Senthil Paints,ASP0024,Rate difference,22,61387.57,25627.48,Pending photo,rate difference,duplicate suspected
ASPCLM0001281,2026-01-05,ASPDLR000292,New Kavya Agro,ASP0014,Shade complaint,13,73104.99,70998.68,Rejected,batch issue,duplicate suspected
ASPCLM0001282,2024-06-27,ASPDLR000984,Prime Revathi Tyres,ASP0012,Return,25,41115.82,40902.29,Rejected,batch issue,manual approval
ASPCLM0001283,2024-10-08,ASPDLR000084,Ganesh Sowmya Paints,ASP0013,Return,44,45976.54,36836.14,Settled,damaged in transit,invoice missing
ASPCLM0001284,2024-04-07,ASPDLR000990,United Irfan Paints,ASP0004,Rate difference,4,66568.97,27242.92,Approved,damaged in transit,complete
ASPCLM0001285,2025-06-28,ASPDLR000032,National Revathi Paints,ASP0005,Damaged stock,17,76204.43,10470.65,Credit note raised,leakage,manual approval
ASPCLM0001286,06/08/2024,ASPDLR000606,Murugan Naveen Sales,ASP0010,Shade complaint,42,40224.04,37997.77,Open,batch issue,duplicate suspected
ASPCLM0001287,2025-02-23,ASPDLR000002,Royal Jagan Paints,ASP0007,Service complaint,16,30461.62,18777.05,Open,warranty defect,photo missing
ASPCLM0001288,2026-02-05,ASPDLR000363,National Bala Paints,ASP0008,Damaged stock,41,33141.51,20508.92,Open,batch issue,invoice missing
ASPCLM0001289,2025-10-04,ASPDLR000265,Royal Naveen Paints,ASP0026,Shade complaint,7,1160.43,695.21,Approved,dealer says slow moving,invoice missing
ASPCLM0001290,01/15/2025,ASPDLR000558,SRI Lakshmi Paints,ASP0015,Expiry,39,8615.22,232.93,Credit note raised,dealer says slow moving,photo missing
ASPCLM0001291,2025-05-18,ASPDLR000888,New Irfan Traders,ASP0006,Damaged stock,47,5062.25,631.34,Credit note raised,rate difference,duplicate suspected
ASPCLM0001292,2024-08-30,ASPDLR000493,Murugan Rafiq Paints,ASP0021,Return,55,77038.82,23741.92,Rejected,leakage,invoice missing
ASPCLM0001293,2025-03-31,ASPDLR000143,Star Suresh Stores,ASP0005,Service complaint,54,16135.83,725.68,Settled,wrong SKU billed,manual approval
ASPCLM0001294,2025-02-04,ASPDLR000733,Balaji Rafiq Stores,ASP0009,Expiry,18,27696.63,609.41,Open,dealer says slow moving,manual approval
ASPCLM0001295,2024-11-02,ASPDLR000264,Royal Revathi Paints,ASP0023,Scheme claim,39,31746.89,2669.10,Open,dealer says slow moving,manual approval
ASPCLM0001296,2025-06-22,ASPDLR000026,Vijaya Suresh Paints,ASP0006,Damaged stock,8,14220.38,1295.39,Rejected,batch issue,duplicate suspected
ASPCLM0001297,2026-02-19,ASPDLR001000,Ganesh Prakash Services,ASP0002,Damaged stock,51,72630.55,30854.38,Pending photo,batch issue,photo missing
ASPCLM0001298,2025-12-20,ASPDLR000302,New Deepak Associates,ASP0003,Rate difference,20,16775.64,3284.94,Credit note raised,wrong SKU billed,photo missing
ASPCLM0001299,2025-09-26,ASPDLR000776,Sri Chandra Associates,ASP0009,Scheme claim,54,72385.32,57647.69,Open,rate difference,photo missing
ASPCLM0001300,2024-10-23,ASPDLR000859,Prime Naveen Paints,ASP0014,Shade complaint,20,18814.67,18451.89,Pending photo,leakage,complete
ASPCLM0001301,2025-01-09,ASPDLR000664,Sree Jagan Paints,ASP0012,Shade complaint,22,52999.82,46852.08,Settled,warranty defect,invoice missing
ASPCLM0001302,2025-08-17,ASPDLR000100,Lucky Venkatesh Services,ASP0005,Service complaint,26,75890.24,59543.42,Settled,wrong SKU billed,duplicate suspected
ASPCLM0001303,2026-02-15,ASPDLR000206,UNITED VENKATESH PAINTS,ASP0009,Damaged stock,17,31537.05,9650.97,Settled,expired stock,photo missing
ASPCLM0001304,2025-06-27,ASPDLR000912,New Senthil Fertilisers,ASP0026,Return,50,51118.72,47529.36,Approved,rate difference,manual approval
ASPCLM0001305,2024-07-14,ASPDLR000520,New Rafiq Paints,ASP0010,Damaged stock,11,79186.79,15951.17,Rejected,rate difference,manual approval
ASPCLM0001306,2025-10-01,ASPDLR000264,Royal Revathi Paints,ASP0013,Scheme claim,21,59262.00,46629.36,Rejected,wrong SKU billed,manual approval
ASPCLM0001307,2024-07-14,ASPDLR000632,Shree Irfan Associates,ASP0008,Shade complaint,46,25426.75,3336.50,Pending photo,rate difference,invoice missing
ASPCLM0001308,2025-01-01,ASPDLR000664,Sree Jagan Paints,ASP0009,Rate difference,15,75332.09,2344.68,Approved,warranty defect,manual approval
ASPCLM0001309,2025-07-02,ASPDLR000157,National Irfan Paints,ASP0022,Damaged stock,18,9061.43,7056.36,Pending photo,batch issue,manual approval
ASPCLM0001310,2025-07-09,ASPDLR000734,Mahalakshmi Jagan Paints,ASP0004,Shade complaint,58,15609.79,1919.81,Approved,rate difference,invoice missing
ASPCLM0001311,2025-08-07,ASPDLR000014,Sri Sanjay Stores,ASP0019,Damaged stock,49,72478.94,10800.32,Open,rate difference,photo missing
ASPCLM0001312,2025-08-28,ASPDLR000500,Balaji Senthil Services Pvt,ASP0026,Rate difference,22,4797.22,4613.23,Settled,batch issue,photo missing
ASPCLM0001313,2024-06-19,ASPDLR000044,Vijaya Geetha Paints,ASP0025,Scheme claim,38,37007.55,16904.02,Open,dealer says slow moving,invoice missing
ASPCLM0001314,2026-03-13,ASPDLR000778,BALAJI DEEPAK MART,ASP0008,Scheme claim,37,24730.99,865.32,Settled,batch issue,duplicate suspected
ASPCLM0001315,2026-02-14,ASPDLR000492,Metro Sowmya Paints,ASP0020,Shade complaint,3,58076.08,16682.13,Credit note raised,leakage,complete
ASPCLM0001316,06/12/2024,ASPDLR000254,Sri Farida Corporation,ASP0018,Scheme claim,57,49791.05,2650.65,Credit note raised,batch issue,complete
ASPCLM0001317,14/10/2024,ASPDLR000980,Sri Hari Traders,ASP0007,Damaged stock,59,19334.55,12049.38,Pending photo,expired stock,manual approval
ASPCLM0001318,2025-10-02,ASPDLR000927,Prime Revathi Agencies,ASP0017,Scheme claim,13,48816.92,3367.75,Rejected,damaged in transit,duplicate suspected
ASPCLM0001319,22/03/2026,ASPDLR000208,New Lokesh Agencies,ASP0022,Rate difference,11,84256.57,5424.44,Settled,damaged in transit,duplicate suspected
ASPCLM0001320,2025-03-31,ASPDLR000684,Murugan Meena Services,ASP0013,Return,3,1672.61,497.82,Credit note raised,damaged in transit,photo missing
ASPCLM0001321,2025-06-25,ASPDLR000675,Sree Kavya Paints,ASP0010,Damaged stock,17,77616.53,44648.51,Open,dealer says slow moving,complete
ASPCLM0001322,2025-06-12,ASPDLR000666,City Manoj Paints,ASP0012,Expiry,52,31032.11,23874.56,Open,batch issue,duplicate suspected
ASPCLM0001323,2025-07-28,ASPDLR000561,City Venkatesh Enterprises,ASP0017,Rate difference,58,71932.80,40962.45,Open,wrong SKU billed,invoice missing
ASPCLM0001324,2025-02-28,ASPDLR000036,Balaji Rafiq Mart,ASP0001,Service complaint,41,50560.77,46935.34,Open,warranty defect,complete
ASPCLM0001325,22/03/2025,ASPDLR000776,Sri Chandra Associates,ASP0024,Damaged stock,53,17496.05,9123.89,Rejected,batch issue,manual approval
ASPCLM0001326,2024-06-15,ASPDLR000981,Mahalakshmi Sanjay Depot,ASP0022,Damaged stock,55,41795.47,5417.79,Settled,wrong SKU billed,duplicate suspected
ASPCLM0001327,2024-12-10,ASPDLR000625,Star Bala Stores,ASP0024,Service complaint,7,13375.32,9937.76,Pending photo,dealer says slow moving,invoice missing
ASPCLM0001328,2026-01-26,ASPDLR000403,Lucky Bala Hardware,ASP0019,Return,25,11113.66,8107.63,Settled,wrong SKU billed,duplicate suspected
ASPCLM0001329,18/08/2024,ASPDLR000374,New Jagan Paints,ASP0001,Shade complaint,32,300.82,230.11,Credit note raised,dealer says slow moving,photo missing
ASPCLM0001330,2025-10-10,ASPDLR000198,New Bala Hardware,ASP0004,Rate difference,15,69316.66,16610.53,Rejected,expired stock,invoice missing
ASPCLM0001331,2025-02-11,ASPDLR000392,New Farida Paints Pvt,ASP0009,Return,36,51511.22,14264.60,Settled,warranty defect,duplicate suspected
ASPCLM0001332,2024-11-13,ASPDLR000574,Prime Suresh Hardware,ASP0003,Shade complaint,48,65623.62,3536.89,Rejected,expired stock,invoice missing
ASPCLM0001333,2024-06-09,ASPDLR000850,New Lokesh Paints,ASP0002,Expiry,18,56883.43,18469.04,Rejected,damaged in transit,photo missing
ASPCLM0001334,04/03/2025,ASPDLR000193,United Sanjay Stores,ASP0005,Expiry,52,62580.10,21292.47,Approved,batch issue,photo missing
ASPCLM0001335,2025-05-04,ASPDLR000188,MURUGAN KAVYA SERVICES,ASP0002,Shade complaint,20,10795.50,3068.68,Open,leakage,duplicate suspected
ASPCLM0001336,2025-01-12,ASPDLR000709,Balaji Irfan Paints,ASP0011,Return,28,18054.85,3599.32,Approved,expired stock,invoice missing
ASPCLM0001337,2025-10-10,ASPDLR000718,Sri Rafiq Fertilisers,ASP0007,Return,47,31693.03,19779.87,Credit note raised,wrong SKU billed,manual approval
ASPCLM0001338,2024-11-04,ASPDLR000784,VIJAYA SURESH PAINTS,ASP0026,Rate difference,8,60688.68,9331.34,Approved,wrong SKU billed,invoice missing
