fleet_id,fleet_name,mapped_dealer_id,state,city,vehicle_count,segment,contract_status,last_review_date,note
CEAFLEET00212,Modern Prakash Logistics,CEADLR000642,Andhra Pradesh,Vijayawada,284,Agri,expired,2024-11-04,price pressure
CEAFLEET00213,City Suresh Associates,CEADLR000629,Telangana,Warangal,450,LCV,trial,2025-05-10,
CEAFLEET00214,Shree Irfan Logistics,CEADLR000030,TG,Nalgonda,323,LCV,rate negotiation,2024-10-24,claims pending
CEAFLEET00215,Murugan Senthil Logistics,CEADLR000079,Telangana,Siddipet,26,Taxi,rate negotiation,2024-10-11,competitor test running
CEAFLEET00216,Sree Sanjay Sales,CEADLR000266,Karnataka,Hubballi,60,Mining,active,2024-08-20,price pressure
CEAFLEET00217,United Farida Paints,CEADLR000263,Telangana,Hyderabad,393,Truck,rate negotiation,2025-09-03,competitor test running
CEAFLEET00218,Mahalakshmi Naveen Mart,CEADLR000202,Karnataka,Davanagere,553,Taxi,active,2024-04-24,claims pending
CEAFLEET00219,Royal Chandra Stores Main,CEADLR000010,Kerala,Thiruvananthapuram,103,Taxi,rate negotiation,2025-06-16,claims pending
CEAFLEET00220,Vijaya Revathi Logistics,CEADLR000516,Tamil Nadu,Coimbatore,595,Taxi,active,17/02/2025,OEM fitment
CEAFLEET00221,Royal Prakash Chemicals,CEADLR000722,Karnataka,Udupi,572,Mining,rate negotiation,2026-02-21,price pressure
CEAFLEET00222,Balaji Sanjay Logistics,CEADLR000594,Tamil Nadu,Trichy,253,Agri,expired,28/06/2024,OEM fitment
CEAFLEET00223,Murugan Meena Logistics,CEADLR000071,Andhra Pradesh,Guntur,596,Mining,active,2024-05-18,claims pending
CEAFLEET00224,Royal Hari Paints,CEADLR000059,Kerala,Palakkad,324,Truck,lost,2024-07-26,OEM fitment
CEAFLEET00225,National Karthik Stores,CEADLR000705,Andhra Pradesh,Rajahmundry,607,Mining,lost,2024-10-25,competitor test running
CEAFLEET00226,Royal Jagan Corporation,CEADLR000332,TS,Nalgonda,31,LCV,expired,2026-01-08,
CEAFLEET00227,New Priya Agencies,CEADLR000189,Andhra Pradesh,Kakinada,648,Agri,expired,29/01/2025,
CEAFLEET00228,Royal Geetha Traders,CEADLR000278,AP,Visakhapatnam,248,Mining,rate negotiation,2025-08-13,competitor test running
CEAFLEET00229,Star Anand Logistics,CEADLR000539,Telangana,Khammam,468,LCV,active,10/09/2025,OEM fitment
CEAFLEET00230,United Prakash Logistics & Co,CEADLR000681,Kerala,Kollam,263,Truck,lost,2025-02-05,claims pending
CEAFLEET00231,Sree Chandra Paints,CEADLR000078,Telangana,Siddipet,316,Taxi,expired,08/11/2024,competitor test running
CEAFLEET00232,National Jagan Tyres,CEADLR000591,Telangana,Mahbubnagar,21,Agri,trial,2025-09-04,competitor test running
CEAFLEET00233,New Deepak Services,CEADLR000697,Kerala,Kollam,334,Truck,lost,2025-11-19,
CEAFLEET00234,Shree Jagan Logistics,CEADLR000308,Tamil Nadu,Madurai,90,LCV,rate negotiation,2025-03-02,
CEAFLEET00235,Lucky Ganesh Associates,CEADLR000352,Tamil Nadu,Trichy,197,Truck,expired,2025-10-18,OEM fitment
CEAFLEET00236,City Kavya Stores Pvt,CEADLR000220,Andhra Pradesh,Kadapa,308,Taxi,lost,2026-03-21,price pressure
CEAFLEET00237,Sree Lakshmi Distributors,CEADLR000642,Karnataka,Belagavi,30,Mining,rate negotiation,2024-10-22,competitor test running
CEAFLEET00238,Vijaya Jagan Mart,CEADLR000734,Tamil Nadu,Hosur,31,Mining,rate negotiation,06/22/2025,price pressure
CEAFLEET00239,SRI Arun Chemicals,CEADLR000617,Telangana,Mahbubnagar,561,Bus,expired,2025-08-24,OEM fitment
CEAFLEET00240,Shree Priya Chemicals,CEADLR000053,Andhra Pradesh,Nellore,541,Agri,rate negotiation,23-Jun-25,
CEAFLEET00241,Modern Jagan Logistics,CEADLR000143,Karnataka,Davanagere,445,Taxi,lost,2026-03-01,OEM fitment
CEAFLEET00242,Murugan Revathi Logistics,CEADLR000603,Telangana,Khammam,562,Mining,lost,10/02/2024,OEM fitment
CEAFLEET00243,Murugan Geetha Corporation,CEADLR000085,Karnataka,Tumakuru,209,Mining,rate negotiation,25-Oct-24,OEM fitment
CEAFLEET00244,Prime Arun Agencies,CEADLR000153,Andhra Pradesh,Guntur,156,LCV,rate negotiation,2026-03-03,claims pending
CEAFLEET00245,Royal Lakshmi Logistics,CEADLR000094,AP,Kakinada,274,Bus,active,14/09/2025,claims pending
CEAFLEET00246,Shree Kavya Logistics,CEADLR000377,Kerala,Kollam,649,Mining,expired,2024-08-22,price pressure
CEAFLEET00247,Royal Yusuf Logistics,CEADLR000223,Telangana,Nalgonda,177,Agri,trial,2025-08-06,
CEAFLEET00248,Prime Deepak Logistics,CEADLR000123,TELANGANA,Suryapet,410,Taxi,active,2024-08-13,competitor test running
CEAFLEET00249,Vijaya Bala Tyres,CEADLR000307,Telangana,Mahbubnagar,592,LCV,active,2026-01-07,price pressure
CEAFLEET00250,Kaveri Rafiq Logistics,CEADLR000007,Andhra Pradesh,Kadapa,589,LCV,expired,05/11/2025,competitor test running
CEAFLEET00251,Vijaya Venkatesh Associates,CEADLR000614,Andhra Pradesh,Ongole,550,Mining,rate negotiation,2024-04-21,
CEAFLEET00252,Lucky Geetha Traders,CEADLR000056,Tamil Nadu,Coimbatore,334,Bus,rate negotiation,2026-03-07,
CEAFLEET00253,National Jagan Tyres,CEADLR000357,TS,Khammam,348,LCV,active,31/08/2025,price pressure
CEAFLEET00254,United Kavya Chemicals,CEADLR000311,Tamil Nadu,Tirunelveli,410,Taxi,trial,28/11/2025,claims pending
CEAFLEET00255,Royal Anand Logistics,CEADLR000684,Telangana,Adilabad,430,Taxi,expired,2025-04-07,
CEAFLEET00256,Lucky Kavya Logistics,CEADLR000630,Puducherry,Puducherry,512,Taxi,trial,2026-02-01,competitor test running
CEAFLEET00257,Prime Farida Distributors,CEADLR000717,Tamil Nadu,Madurai,141,Bus,lost,2026-03-11,
CEAFLEET00258,Shree Anand Logistics,CEADLR000654,Tamil Nadu,Chennai,645,Mining,expired,2026-03-31,claims pending
CEAFLEET00259,Lucky Hari Paints,CEADLR000592,Kerala,Alappuzha,222,Truck,active,2025-02-26,OEM fitment
CEAFLEET00260,Lucky Senthil Distributors,CEADLR000402,Kerala,Palakkad,318,Agri,active,2025-07-08,price pressure
CEAFLEET00261,Shree Priya Traders,CEADLR000731,Puducherry,Karaikal,587,Taxi,rate negotiation,2025-09-27,OEM fitment
CEAFLEET00262,Prime Prakash Logistics,CEADLR000049,Tamil Nadu,Hosur,479,Truck,rate negotiation,2025-05-13,competitor test running
CEAFLEET00263,Star Naveen Sales,CEADLR000079,Karnataka,Hubballi,423,Truck,expired,2024-07-25,
CEAFLEET00264,Vijaya Manoj Traders,CEADLR000491,Kerala,Kochi,501,Truck,trial,2025-09-12,competitor test running
CEAFLEET00265,City Revathi Logistics,CEADLR000103,Tamil Nadu,Erode,555,Taxi,expired,03/17/2025,competitor test running
CEAFLEET00266,Lucky Suresh Hardware,CEADLR000111,Andhra Pradesh,Vijayawada,605,LCV,rate negotiation,2024-04-15,claims pending
CEAFLEET00267,City Meena Tyres,CEADLR000508,Kerala,Kollam,465,Bus,rate negotiation,2024-12-08,competitor test running
CEAFLEET00268,Murugan Lokesh Enterprises,CEADLR000427,Tamil Nadu,Hosur,243,Truck,expired,2024-11-07,OEM fitment
CEAFLEET00269,METRO VENKATESH ENTERPRISES,CEADLR000434,Tamil Nadu,Hosur,529,Taxi,rate negotiation,03/27/2026,OEM fitment
CEAFLEET00270,Sri Sanjay Hardware,CEADLR000236,Andhra Pradesh,Nellore,198,Taxi,trial,03/20/2026,claims pending
CEAFLEET00271,Royal Anand Associates,CEADLR000593,Andhra Pradesh,Guntur,75,Bus,lost,2025-02-10,competitor test running
CEAFLEET00272,National Manoj Mart,CEADLR000600,Andhra Pradesh,Nellore,49,LCV,expired,2024-12-25,competitor test running
CEAFLEET00273,New Sanjay Enterprises,CEADLR000578,Tamil Nadu,Chennai,628,LCV,lost,2024-10-01,
CEAFLEET00274,Murugan Sanjay Logistics,CEADLR000701,Tamil Nadu,Erode,88,Agri,expired,2026-03-02,competitor test running
CEAFLEET00275,City Geetha Distributors,CEADLR000093,TN,Kanchipuram,491,Bus,trial,2024-04-27,claims pending
CEAFLEET00276,Shree Sowmya Agencies Main,CEADLR000554,Karnataka,Tumakuru,298,Truck,trial,2024-11-25,
CEAFLEET00277,United Suresh Logistics,CEADLR000525,Tamil Nadu,Trichy,409,Truck,trial,2024-06-09,claims pending
CEAFLEET00278,Lucky Deepak Services,CEADLR000549,Andhra Pradesh,Visakhapatnam,400,Agri,active,12/29/2024,competitor test running
CEAFLEET00279,Royal Sowmya Traders,CEADLR000570,Telangana,Karimnagar,628,Taxi,rate negotiation,2024-10-20,OEM fitment
CEAFLEET00280,New Prakash Logistics,CEADLR000239,TELANGANA,Mahbubnagar,505,Taxi,expired,2025-05-27,OEM fitment
CEAFLEET00281,New Anand Stores,CEADLR000065,Karnataka,Udupi,498,Mining,trial,10/06/2025,OEM fitment
CEAFLEET00282,NEW YUSUF DISTRIBUTORS,CEADLR000194,Telangana,Nalgonda,11,LCV,active,06-Mar-26,OEM fitment
CEAFLEET00283,Prime Kavya Mart,CEADLR000028,Puducherry,Karaikal,263,LCV,expired,2024-10-09,competitor test running
CEAFLEET00284,Star Ganesh Associates,CEADLR000179,Karnataka,Shivamogga,579,Mining,active,2026-02-22,claims pending
CEAFLEET00285,United Sowmya Distributors,CEADLR000226,Karnataka,Kalaburagi,573,Bus,expired,2025-10-11,price pressure
CEAFLEET00286,Shree Hari Logistics,CEADLR000098,Karnataka,Shivamogga,563,Taxi,active,19-Nov-24,OEM fitment
CEAFLEET00287,Mahalakshmi Priya Fertilisers,CEADLR000377,Karnataka,Davanagere,489,Agri,rate negotiation,2024-08-18,claims pending
CEAFLEET00288,Prime Rafiq Depot,CEADLR000209,Telangana,Karimnagar,154,LCV,active,02/03/2026,OEM fitment
CEAFLEET00289,Star Sanjay Agro,CEADLR000251,Telangana,Khammam,242,LCV,active,19/07/2024,claims pending
CEAFLEET00290,Metro Chandra Tyres,CEADLR000345,Kerala,Kochi,370,Bus,lost,24/03/2025,competitor test running
CEAFLEET00291,Lucky Venkatesh Sales,CEADLR000111,Andhra Pradesh,Ongole,531,Taxi,expired,2025-09-08,OEM fitment
CEAFLEET00292,National Priya Sales,CEADLR000037,Tamil Nadu,Vellore,12,Truck,lost,2024-10-22,OEM fitment
CEAFLEET00293,Sree Yusuf Hardware,CEADLR000656,Karnataka,Hubballi,573,Agri,lost,2025-02-28,price pressure
CEAFLEET00294,Sree Senthil Sales,CEADLR000531,Telangana,Nalgonda,149,Agri,lost,2026-01-28,competitor test running
CEAFLEET00295,Star Ganesh Logistics,CEADLR000189,ANDHRA,Anantapur,171,Truck,expired,29/01/2025,claims pending
CEAFLEET00296,Metro Chandra Traders,CEADLR000174,Tamil Nadu,Trichy,298,LCV,active,09/11/2024,
CEAFLEET00297,Ganesh Senthil Depot,CEADLR000469,Karnataka,Tumakuru,470,Agri,rate negotiation,11/20/2025,OEM fitment
CEAFLEET00298,Sri Kavya Logistics,CEADLR000044,Tamil Nadu,Erode,354,Bus,rate negotiation,2025-06-11,claims pending
CEAFLEET00299,Metro Venkatesh Paints,CEADLR000136,Karnataka,Hubballi,254,Truck,lost,2025-08-30,price pressure
CEAFLEET00300,Shree Senthil Logistics,CEADLR000643,Karnataka,Mangaluru,248,Taxi,rate negotiation,2024-08-19,claims pending
CEAFLEET00301,Royal Venkatesh Depot,CEADLR000624,Tamil Nadu,Cuddalore,326,Mining,rate negotiation,2026-03-30,
CEAFLEET00302,Prime Rafiq Services,CEADLR000731,Karnataka,Hubballi,290,LCV,lost,2024-12-06,price pressure
CEAFLEET00303,United Karthik Logistics,CEADLR000064,Karnataka,Belagavi,183,LCV,rate negotiation,2025-05-29,
CEAFLEET00304,Vijaya Chandra Fertilisers,CEADLR000723,Andhra Pradesh,Vijayawada,384,Bus,active,2025-07-10,claims pending
CEAFLEET00305,Metro Kavya Enterprises,CEADLR000431,Kerala,Thrissur,451,Truck,lost,2024-12-17,competitor test running
CEAFLEET00306,Mahalakshmi Sowmya Logistics,CEADLR000619,Karnataka,Udupi,154,Mining,trial,2024-07-31,competitor test running
CEAFLEET00307,United Priya Logistics,CEADLR000436,Karnataka,Davanagere,610,LCV,lost,2024-09-06,competitor test running
CEAFLEET00308,Vijaya Prakash Logistics,CEADLR000254,Andhra Pradesh,Anantapur,120,Mining,trial,2024-08-01,OEM fitment
CEAFLEET00309,United Sanjay Logistics,CEADLR000174,Andhra Pradesh,Rajahmundry,622,Truck,expired,2024-09-21,
CEAFLEET00310,NATIONAL SURESH ASSOCIATES,CEADLR000022,Karnataka,Tumakuru,561,LCV,trial,2024-08-07,claims pending
CEAFLEET00311,Balaji Senthil Logistics,CEADLR000605,Karnataka,Udupi,605,Bus,rate negotiation,26/11/2024,claims pending
CEAFLEET00312,Ganesh Naveen Agro,CEADLR000722,AP,Nellore,600,Taxi,trial,03/02/2026,OEM fitment
CEAFLEET00313,Metro Irfan Sales Main,CEADLR000181,Karnataka,Davanagere,14,Mining,active,2024-05-01,claims pending
CEAFLEET00314,Balaji Manoj Mart,CEADLR000399,Karnataka,Mysuru,308,Agri,trial,2025-06-10,competitor test running
CEAFLEET00315,Metro Jagan Fertilisers,CEADLR000461,Karnataka,Belagavi,427,LCV,rate negotiation,2026-03-04,
CEAFLEET00316,United Bala Stores,CEADLR000478,Telangana,Adilabad,606,LCV,trial,2025-12-07,OEM fitment
CEAFLEET00317,National Meena Agro,CEADLR000554,Andhra Pradesh,Guntur,218,Mining,expired,2024-07-16,price pressure
CEAFLEET00318,Balaji Revathi Logistics,CEADLR000326,KL,Kottayam,58,Bus,trial,2025-07-30,
CEAFLEET00319,Balaji Farida Associates & Co,CEADLR000451,Andhra Pradesh,Kadapa,336,Taxi,expired,10/09/2025,competitor test running
CEAFLEET00320,Metro Yusuf Logistics,CEADLR000579,TN,Cuddalore,357,Agri,active,2025-06-04,price pressure
